image_idx	image_path	image_id	level	mode	node_id	label	prompt_text	path_labels	clip_cosine
344	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\013473.jpg	013473.jpg	6	template	tm-k8s6bcyb	Joseph vendu par ses frères	a religious painting of Joseph vendu par ses frères	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Joseph (sujets) -> Joseph vendu par ses frères	0.2420775443315506
344	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\013473.jpg	013473.jpg	6	path	tm-k8s6bcyb	Joseph vendu par ses frères	a religious painting of Joseph vendu par ses frères, a Joseph (sujets) in sujet	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Joseph (sujets) -> Joseph vendu par ses frères	0.25694894790649414
349	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014003.jpg	014003.jpg	6	raw	tm-fyww27ay	Christ portant la croix	Christ portant la croix	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> Christ portant la croix	0.2686891555786133
349	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014003.jpg	014003.jpg	6	template	tm-fyww27ay	Christ portant la croix	a religious painting of Christ portant la croix	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> Christ portant la croix	0.24523931741714478
349	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014003.jpg	014003.jpg	6	path	tm-fyww27ay	Christ portant la croix	a religious painting of Christ portant la croix, a passion in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> Christ portant la croix	0.2568739354610443
349	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014003.jpg	014003.jpg	6	raw	tm-gjmmi6am	Christ dépouillé de ses vêtements	Christ dépouillé de ses vêtements	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> Christ dépouillé de ses vêtements	0.2399483472108841
349	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014003.jpg	014003.jpg	6	template	tm-gjmmi6am	Christ dépouillé de ses vêtements	a religious painting of Christ dépouillé de ses vêtements	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> Christ dépouillé de ses vêtements	0.2708442211151123
349	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014003.jpg	014003.jpg	6	path	tm-gjmmi6am	Christ dépouillé de ses vêtements	a religious painting of Christ dépouillé de ses vêtements, a passion in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> Christ dépouillé de ses vêtements	0.2700842618942261
356	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014476.jpg	014476.jpg	6	raw	tm-zn8ypys2	crucifiement du Christ	crucifiement du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> crucifiement du Christ	0.24475261569023132
356	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014476.jpg	014476.jpg	6	template	tm-zn8ypys2	crucifiement du Christ	a religious painting of crucifiement du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> crucifiement du Christ	0.20984816551208496
356	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014476.jpg	014476.jpg	6	path	tm-zn8ypys2	crucifiement du Christ	a religious painting of crucifiement du Christ, a passion in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> crucifiement du Christ	0.22776088118553162
376	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015376.jpg	015376.jpg	6	raw	tm-labqwtqc	Cène	Cène	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> Cène	0.2113230973482132
376	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015376.jpg	015376.jpg	6	template	tm-labqwtqc	Cène	a religious painting of Cène	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> Cène	0.291451632976532
376	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015376.jpg	015376.jpg	6	path	tm-labqwtqc	Cène	a religious painting of Cène, a passion in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> Cène	0.290894091129303
381	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015627.jpg	015627.jpg	6	raw	tm-intsras3	création d'Ève	création d'Ève	sujet -> Bible -> Ancien Testament -> Genèse -> Création (sujets) -> création d'Ève	0.2003682553768158
381	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015627.jpg	015627.jpg	6	template	tm-intsras3	création d'Ève	a religious painting of création d'Ève	sujet -> Bible -> Ancien Testament -> Genèse -> Création (sujets) -> création d'Ève	0.30822643637657166
381	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015627.jpg	015627.jpg	6	path	tm-intsras3	création d'Ève	a religious painting of création d'Ève, a Création (sujets) in sujet	sujet -> Bible -> Ancien Testament -> Genèse -> Création (sujets) -> création d'Ève	0.30701977014541626
382	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015650.jpg	015650.jpg	6	raw	tm-d9fpbefh	baptême du Christ	baptême du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> vie publique -> baptême du Christ	0.22138711810112
382	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015650.jpg	015650.jpg	6	template	tm-d9fpbefh	baptême du Christ	a religious painting of baptême du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> vie publique -> baptême du Christ	0.24948781728744507
382	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015650.jpg	015650.jpg	6	path	tm-d9fpbefh	baptême du Christ	a religious painting of baptême du Christ, a vie publique in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> vie publique -> baptême du Christ	0.24836836755275726
383	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015676.jpg	015676.jpg	6	raw	tm-axlasatl	funérailles d'Abner	funérailles d'Abner	sujet -> Bible -> Ancien Testament -> les Rois -> David (sujets) -> funérailles d'Abner	0.1746213287115097
383	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015676.jpg	015676.jpg	6	template	tm-axlasatl	funérailles d'Abner	a religious painting of funérailles d'Abner	sujet -> Bible -> Ancien Testament -> les Rois -> David (sujets) -> funérailles d'Abner	0.24306955933570862
383	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015676.jpg	015676.jpg	6	path	tm-axlasatl	funérailles d'Abner	a religious painting of funérailles d'Abner, a David (sujets) in sujet	sujet -> Bible -> Ancien Testament -> les Rois -> David (sujets) -> funérailles d'Abner	0.2612960934638977
383	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015676.jpg	015676.jpg	6	raw	tm-l8d4jyi2	mise au tombeau du Christ	mise au tombeau du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> mise au tombeau du Christ	0.2515595257282257
383	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015676.jpg	015676.jpg	6	template	tm-l8d4jyi2	mise au tombeau du Christ	a religious painting of mise au tombeau du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> mise au tombeau du Christ	0.24501383304595947
383	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015676.jpg	015676.jpg	6	path	tm-l8d4jyi2	mise au tombeau du Christ	a religious painting of mise au tombeau du Christ, a passion in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> mise au tombeau du Christ	0.25722455978393555
388	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015827.jpg	015827.jpg	6	raw	tm-rpsuvksn	ange donnant un livre à saint Jean	ange donnant un livre à saint Jean	sujet -> Bible -> Nouveau Testament -> Apocalypse -> devoration du livre et mesure du temple -> ange donnant un livre à saint Jean	0.1815134733915329
388	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015827.jpg	015827.jpg	6	template	tm-rpsuvksn	ange donnant un livre à saint Jean	a religious painting of ange donnant un livre à saint Jean	sujet -> Bible -> Nouveau Testament -> Apocalypse -> devoration du livre et mesure du temple -> ange donnant un livre à saint Jean	0.22700151801109314
388	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015827.jpg	015827.jpg	6	path	tm-rpsuvksn	ange donnant un livre à saint Jean	a religious painting of ange donnant un livre à saint Jean, a devoration du livre et mesure du temple in sujet	sujet -> Bible -> Nouveau Testament -> Apocalypse -> devoration du livre et mesure du temple -> ange donnant un livre à saint Jean	0.2546130418777466
397	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\016300h.jpg	016300h.jpg	6	raw	tm-pufnyopg	hospitalité d'Abraham	hospitalité d'Abraham	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Abraham (sujets) -> hospitalité d'Abraham	0.17526085674762726
397	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\016300h.jpg	016300h.jpg	6	template	tm-pufnyopg	hospitalité d'Abraham	a religious painting of hospitalité d'Abraham	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Abraham (sujets) -> hospitalité d'Abraham	0.24875527620315552
397	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\016300h.jpg	016300h.jpg	6	path	tm-pufnyopg	hospitalité d'Abraham	a religious painting of hospitalité d'Abraham, a Abraham (sujets) in sujet	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Abraham (sujets) -> hospitalité d'Abraham	0.2853515148162842
