Image	image_filename	image_path	all_timel_ids_str	level_5_n	level_5_ids_str	level_5_labels_str	level_6_n	level_6_ids_str	level_6_labels_str	timel_labels	timel_labels_list	timel_ids	timel_ids_list
000453.jpg	000453.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\000453.jpg	tm-duxo4cw7; tm-msrzrwxs; tm-9f7oeyhm; tm-bsmbjqgw; tm-zuecdty7; tm-jyfxqr6n; tm-5vghyucs; tm-9kefvmxz; tm-havgveuu; tm-sfrtbltu; tm-xzwrkcep; tm-7autcna3; tm-dpnpgalt; tm-rqwmqfub; tm-9dakjs3w; tm-ao9wtg4s; tm-4i6tpwwx; tm-8oejwaxu; tm-ymsojy8e; tm-hvmbbgkw; 4; 7; 9; 6; 5; 3; 8	0			0			Moïse;Dieu;infirme;évêque;clerc;noble;architecture;siège (meuble);livre;mitre;crosse;refus;expulsion;interdiction;enseignement;apparition;vice;orgueil;rapace;nuée	"[""Moïse"", ""Dieu"", ""infirme"", ""évêque"", ""clerc"", ""noble"", ""architecture"", ""siège (meuble)"", ""livre"", ""mitre"", ""crosse"", ""refus"", ""expulsion"", ""interdiction"", ""enseignement"", ""apparition"", ""vice"", ""orgueil"", ""rapace"", ""nuée""]"	tm-duxo4cw7;tm-msrzrwxs;tm-9f7oeyhm;tm-bsmbjqgw;tm-zuecdty7;tm-jyfxqr6n;tm-5vghyucs;tm-9kefvmxz;tm-havgveuu;tm-sfrtbltu;tm-xzwrkcep;tm-7autcna3;tm-dpnpgalt;tm-rqwmqfub;tm-9dakjs3w;tm-ao9wtg4s;tm-4i6tpwwx;tm-8oejwaxu;tm-ymsojy8e;tm-hvmbbgkw	"[""tm-duxo4cw7"", ""tm-msrzrwxs"", ""tm-9f7oeyhm"", ""tm-bsmbjqgw"", ""tm-zuecdty7"", ""tm-jyfxqr6n"", ""tm-5vghyucs"", ""tm-9kefvmxz"", ""tm-havgveuu"", ""tm-sfrtbltu"", ""tm-xzwrkcep"", ""tm-7autcna3"", ""tm-dpnpgalt"", ""tm-rqwmqfub"", ""tm-9dakjs3w"", ""tm-ao9wtg4s"", ""tm-4i6tpwwx"", ""tm-8oejwaxu"", ""tm-ymsojy8e"", ""tm-hvmbbgkw""]"
000534.jpg	000534.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\000534.jpg	tm-hwbpfzqq; tm-bsmbjqgw; tm-prgdeyj3; 3	0			0			Christ;évêque;pénitence	"[""Christ"", ""évêque"", ""pénitence""]"	tm-hwbpfzqq;tm-bsmbjqgw;tm-prgdeyj3	"[""tm-hwbpfzqq"", ""tm-bsmbjqgw"", ""tm-prgdeyj3""]"
000593.jpg	000593.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\000593.jpg	tm-d6aoek6t; tm-h5p48lfk; tm-neeidqia; tm-sgdxywfz; tm-ycgpxo5j; tm-3r3s7buw; tm-5vghyucs; tm-5c7ewzwj; tm-ivsdfebq; tm-havgveuu; tm-3jv6cemc; tm-9fqffbjb; tm-hh9dhqag; tm-zfb9n7ub; tm-mykxfew8; tm-bvwymnol; 6; 5; 48; 3; 7; 9; 8	0			0			lépreux;soldat;sainte Marguerite;saint Pierre;crécelle;tente;architecture;haubert;épée;livre;annonce;lèpre;maladie;résurrection;douleur;plaie	"[""lépreux"", ""soldat"", ""sainte Marguerite"", ""saint Pierre"", ""crécelle"", ""tente"", ""architecture"", ""haubert"", ""épée"", ""livre"", ""annonce"", ""lèpre"", ""maladie"", ""résurrection"", ""douleur"", ""plaie""]"	tm-d6aoek6t;tm-h5p48lfk;tm-neeidqia;tm-sgdxywfz;tm-ycgpxo5j;tm-3r3s7buw;tm-5vghyucs;tm-5c7ewzwj;tm-ivsdfebq;tm-havgveuu;tm-3jv6cemc;tm-9fqffbjb;tm-hh9dhqag;tm-zfb9n7ub;tm-mykxfew8;tm-bvwymnol	"[""tm-d6aoek6t"", ""tm-h5p48lfk"", ""tm-neeidqia"", ""tm-sgdxywfz"", ""tm-ycgpxo5j"", ""tm-3r3s7buw"", ""tm-5vghyucs"", ""tm-5c7ewzwj"", ""tm-ivsdfebq"", ""tm-havgveuu"", ""tm-3jv6cemc"", ""tm-9fqffbjb"", ""tm-hh9dhqag"", ""tm-zfb9n7ub"", ""tm-mykxfew8"", ""tm-bvwymnol""]"
000661.jpg	000661.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\000661.jpg	tm-bsmbjqgw; tm-trtnhhdd; tm-7gdozs5b; tm-bnphjku3; tm-danrmloz; tm-5vghyucs; tm-g3shdfgs; tm-sz7srifg; tm-rwshbisj; tm-v4tpboqn; tm-fbajnnhp; tm-i94jpy9p; tm-sfrtbltu; tm-9eatbdmw; tm-l66mtgn3; tm-2vzflzsk; tm-pxph757a; tm-2ujduhzq; tm-z7yqwjx3; 7; 5; 3; 4; 94; 9; 66; 2; 757	0			0			évêque;roi;aliment;nappe;fourrure;architecture;église (architecture);couronne;plat;table;crucifix;autel;mitre;coupe (recipients et contenants);lampe;saisie;mort (thème);prière;repas	"[""évêque"", ""roi"", ""aliment"", ""nappe"", ""fourrure"", ""architecture"", ""église (architecture)"", ""couronne"", ""plat"", ""table"", ""crucifix"", ""autel"", ""mitre"", ""coupe (recipients et contenants)"", ""lampe"", ""saisie"", ""mort (thème)"", ""prière"", ""repas""]"	tm-bsmbjqgw;tm-trtnhhdd;tm-7gdozs5b;tm-bnphjku3;tm-danrmloz;tm-5vghyucs;tm-g3shdfgs;tm-sz7srifg;tm-rwshbisj;tm-v4tpboqn;tm-fbajnnhp;tm-i94jpy9p;tm-sfrtbltu;tm-9eatbdmw;tm-l66mtgn3;tm-2vzflzsk;tm-pxph757a;tm-2ujduhzq;tm-z7yqwjx3	"[""tm-bsmbjqgw"", ""tm-trtnhhdd"", ""tm-7gdozs5b"", ""tm-bnphjku3"", ""tm-danrmloz"", ""tm-5vghyucs"", ""tm-g3shdfgs"", ""tm-sz7srifg"", ""tm-rwshbisj"", ""tm-v4tpboqn"", ""tm-fbajnnhp"", ""tm-i94jpy9p"", ""tm-sfrtbltu"", ""tm-9eatbdmw"", ""tm-l66mtgn3"", ""tm-2vzflzsk"", ""tm-pxph757a"", ""tm-2ujduhzq"", ""tm-z7yqwjx3""]"
000686.jpg	000686.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\000686.jpg	tm-bsmbjqgw; tm-up8srrns; tm-zuecdty7; tm-l2zebbrf; tm-vkekjzsk; tm-9kefvmxz; tm-wkexwfcz; tm-mqvexyu4; tm-sfrtbltu; tm-srwycs5r; tm-fap2uw3x; tm-sbgpzwhn; tm-ywslclwf; tm-kgksjk9x; tm-fqsmj9hi; tm-vwtmvvfn; 8; 7; 2; 9; 4; 5; 3	0			0			évêque;pape;clerc;colonne;porte;siège (meuble);dais;croix;mitre;tiare;harnachement;requête;chevauchée;comparution;Rome;cheval	"[""évêque"", ""pape"", ""clerc"", ""colonne"", ""porte"", ""siège (meuble)"", ""dais"", ""croix"", ""mitre"", ""tiare"", ""harnachement"", ""requête"", ""chevauchée"", ""comparution"", ""Rome"", ""cheval""]"	tm-bsmbjqgw;tm-up8srrns;tm-zuecdty7;tm-l2zebbrf;tm-vkekjzsk;tm-9kefvmxz;tm-wkexwfcz;tm-mqvexyu4;tm-sfrtbltu;tm-srwycs5r;tm-fap2uw3x;tm-sbgpzwhn;tm-ywslclwf;tm-kgksjk9x;tm-fqsmj9hi;tm-vwtmvvfn	"[""tm-bsmbjqgw"", ""tm-up8srrns"", ""tm-zuecdty7"", ""tm-l2zebbrf"", ""tm-vkekjzsk"", ""tm-9kefvmxz"", ""tm-wkexwfcz"", ""tm-mqvexyu4"", ""tm-sfrtbltu"", ""tm-srwycs5r"", ""tm-fap2uw3x"", ""tm-sbgpzwhn"", ""tm-ywslclwf"", ""tm-kgksjk9x"", ""tm-fqsmj9hi"", ""tm-vwtmvvfn""]"
000712.jpg	000712.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\000712.jpg	tm-qpeaedka; tm-h5p48lfk; tm-trtnhhdd; tm-be7ccsta; tm-4a7uh6qs; tm-brqtzl8a; tm-evzlan58; tm-ivsdfebq; tm-qpyshudm; tm-z78apcet; tm-crhhzaac; tm-fap2uw3x; tm-xp8bg6f5; tm-ywslclwf; tm-pxph757a; tm-iyfbjxvj; tm-zcu2yyyx; tm-ie8wpjhx; tm-zdcg2u42; tm-eqnskbnq; tm-ss5xwxfs; tm-vwtmvvfn; tm-cuklrkpb; tm-he6qentj; tm-mkafmsef; tm-wtutgyxg; 5; 48; 7; 4; 6; 8; 58; 78; 2; 3; 757; 42	0			0			Anglais;soldat;roi;armoiries;casque;lance;heaume;épée;armure;bouclier;caparaçon;harnachement;chute;chevauchée;mort (thème);décapitation;amputation;coup;combat;arbre;léopard;cheval;sirène;jambe;tête;bras	"[""Anglais"", ""soldat"", ""roi"", ""armoiries"", ""casque"", ""lance"", ""heaume"", ""épée"", ""armure"", ""bouclier"", ""caparaçon"", ""harnachement"", ""chute"", ""chevauchée"", ""mort (thème)"", ""décapitation"", ""amputation"", ""coup"", ""combat"", ""arbre"", ""léopard"", ""cheval"", ""sirène"", ""jambe"", ""tête"", ""bras""]"	tm-qpeaedka;tm-h5p48lfk;tm-trtnhhdd;tm-be7ccsta;tm-4a7uh6qs;tm-brqtzl8a;tm-evzlan58;tm-ivsdfebq;tm-qpyshudm;tm-z78apcet;tm-crhhzaac;tm-fap2uw3x;tm-xp8bg6f5;tm-ywslclwf;tm-pxph757a;tm-iyfbjxvj;tm-zcu2yyyx;tm-ie8wpjhx;tm-zdcg2u42;tm-eqnskbnq;tm-ss5xwxfs;tm-vwtmvvfn;tm-cuklrkpb;tm-he6qentj;tm-mkafmsef;tm-wtutgyxg	"[""tm-qpeaedka"", ""tm-h5p48lfk"", ""tm-trtnhhdd"", ""tm-be7ccsta"", ""tm-4a7uh6qs"", ""tm-brqtzl8a"", ""tm-evzlan58"", ""tm-ivsdfebq"", ""tm-qpyshudm"", ""tm-z78apcet"", ""tm-crhhzaac"", ""tm-fap2uw3x"", ""tm-xp8bg6f5"", ""tm-ywslclwf"", ""tm-pxph757a"", ""tm-iyfbjxvj"", ""tm-zcu2yyyx"", ""tm-ie8wpjhx"", ""tm-zdcg2u42"", ""tm-eqnskbnq"", ""tm-ss5xwxfs"", ""tm-vwtmvvfn"", ""tm-cuklrkpb"", ""tm-he6qentj"", ""tm-mkafmsef"", ""tm-wtutgyxg""]"
000756.jpg	000756.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\000756.jpg	tm-fyvg2kbv; tm-pj2vs6qt; tm-trtnhhdd; tm-be7ccsta; tm-sz7srifg; tm-9kefvmxz; tm-ivsdfebq; tm-z78apcet; tm-hddc4hiq; tm-ywslclwf; tm-zdcg2u42; tm-eqnskbnq; tm-vwtmvvfn; 2; 6; 7; 9; 78; 4; 42	0			0			prisonnier;chevalier;roi;armoiries;couronne;siège (meuble);épée;bouclier;rencontre;chevauchée;combat;arbre;cheval	"[""prisonnier"", ""chevalier"", ""roi"", ""armoiries"", ""couronne"", ""siège (meuble)"", ""épée"", ""bouclier"", ""rencontre"", ""chevauchée"", ""combat"", ""arbre"", ""cheval""]"	tm-fyvg2kbv;tm-pj2vs6qt;tm-trtnhhdd;tm-be7ccsta;tm-sz7srifg;tm-9kefvmxz;tm-ivsdfebq;tm-z78apcet;tm-hddc4hiq;tm-ywslclwf;tm-zdcg2u42;tm-eqnskbnq;tm-vwtmvvfn	"[""tm-fyvg2kbv"", ""tm-pj2vs6qt"", ""tm-trtnhhdd"", ""tm-be7ccsta"", ""tm-sz7srifg"", ""tm-9kefvmxz"", ""tm-ivsdfebq"", ""tm-z78apcet"", ""tm-hddc4hiq"", ""tm-ywslclwf"", ""tm-zdcg2u42"", ""tm-eqnskbnq"", ""tm-vwtmvvfn""]"
000791.jpg	000791.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\000791.jpg	tm-zuecdty7; tm-3koyy86t; tm-4gx4men5; tm-dtanprxl; tm-9kefvmxz; tm-cpdgl5r4; tm-havgveuu; tm-y48hqvsm; tm-huwnelet; tm-cat27oby; tm-zipc8ufd; tm-brrjh38g; tm-er7b9xjh; tm-l5texchk; tm-eqnskbnq; tm-hvmbbgkw; tm-qucshbfi; tm-hywxiizx; 7; 3; 86; 4; 5; 9; 48; 27; 8; 38	0			0			clerc;scribe;astronome;astrolabe;siège (meuble);écrit;livre;calame;scène d'astronomie;désignation;compte;astronomie;écriture;lecture;arbre;nuée;étoile;ciel	"[""clerc"", ""scribe"", ""astronome"", ""astrolabe"", ""siège (meuble)"", ""écrit"", ""livre"", ""calame"", ""scène d'astronomie"", ""désignation"", ""compte"", ""astronomie"", ""écriture"", ""lecture"", ""arbre"", ""nuée"", ""étoile"", ""ciel""]"	tm-zuecdty7;tm-3koyy86t;tm-4gx4men5;tm-dtanprxl;tm-9kefvmxz;tm-cpdgl5r4;tm-havgveuu;tm-y48hqvsm;tm-huwnelet;tm-cat27oby;tm-zipc8ufd;tm-brrjh38g;tm-er7b9xjh;tm-l5texchk;tm-eqnskbnq;tm-hvmbbgkw;tm-qucshbfi;tm-hywxiizx	"[""tm-zuecdty7"", ""tm-3koyy86t"", ""tm-4gx4men5"", ""tm-dtanprxl"", ""tm-9kefvmxz"", ""tm-cpdgl5r4"", ""tm-havgveuu"", ""tm-y48hqvsm"", ""tm-huwnelet"", ""tm-cat27oby"", ""tm-zipc8ufd"", ""tm-brrjh38g"", ""tm-er7b9xjh"", ""tm-l5texchk"", ""tm-eqnskbnq"", ""tm-hvmbbgkw"", ""tm-qucshbfi"", ""tm-hywxiizx""]"
000816.jpg	000816.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\000816.jpg	tm-anhzraqq; tm-hwbpfzqq; tm-wqg2nktt; tm-exqwtzeu; tm-nbx9bzha; tm-d9fpbefh; tm-kc5ukqpv; tm-6m8nrco5; tm-wcfk7zjj; tm-eqnskbnq; tm-zpykzvd3; tm-vhj2urqn; 2; 9; 5; 6; 8; 7; 3	0			1	tm-d9fpbefh	baptême du Christ	Esprit-Saint;Christ;ange;saint Jean-Baptiste;vêtement;baptême du Christ;baptême;nudité;Jourdain;arbre;colombe;eau	"[""Esprit-Saint"", ""Christ"", ""ange"", ""saint Jean-Baptiste"", ""vêtement"", ""baptême du Christ"", ""baptême"", ""nudité"", ""Jourdain"", ""arbre"", ""colombe"", ""eau""]"	tm-anhzraqq;tm-hwbpfzqq;tm-wqg2nktt;tm-exqwtzeu;tm-nbx9bzha;tm-d9fpbefh;tm-kc5ukqpv;tm-6m8nrco5;tm-wcfk7zjj;tm-eqnskbnq;tm-zpykzvd3;tm-vhj2urqn	"[""tm-anhzraqq"", ""tm-hwbpfzqq"", ""tm-wqg2nktt"", ""tm-exqwtzeu"", ""tm-nbx9bzha"", ""tm-d9fpbefh"", ""tm-kc5ukqpv"", ""tm-6m8nrco5"", ""tm-wcfk7zjj"", ""tm-eqnskbnq"", ""tm-zpykzvd3"", ""tm-vhj2urqn""]"
000845.jpg	000845.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\000845.jpg	tm-brnafxmd; tm-pj2vs6qt; tm-5vghyucs; tm-ehl4mchd; tm-ghihzzvb; tm-tvxtxobh; tm-be7ccsta; tm-ivsdfebq; tm-qpyshudm; tm-z78apcet; tm-t3eufvzb; tm-jukrweum; tm-uow49nv2; tm-zdcg2u42; tm-eqnskbnq; tm-vwtmvvfn; 2; 6; 5; 4; 7; 78; 3; 49; 42	0			0			ermite;chevalier;architecture;fontaine;ville;tour;armoiries;épée;armure;bouclier;parole;érémitisme;défaite;combat;arbre;cheval	"[""ermite"", ""chevalier"", ""architecture"", ""fontaine"", ""ville"", ""tour"", ""armoiries"", ""épée"", ""armure"", ""bouclier"", ""parole"", ""érémitisme"", ""défaite"", ""combat"", ""arbre"", ""cheval""]"	tm-brnafxmd;tm-pj2vs6qt;tm-5vghyucs;tm-ehl4mchd;tm-ghihzzvb;tm-tvxtxobh;tm-be7ccsta;tm-ivsdfebq;tm-qpyshudm;tm-z78apcet;tm-t3eufvzb;tm-jukrweum;tm-uow49nv2;tm-zdcg2u42;tm-eqnskbnq;tm-vwtmvvfn	"[""tm-brnafxmd"", ""tm-pj2vs6qt"", ""tm-5vghyucs"", ""tm-ehl4mchd"", ""tm-ghihzzvb"", ""tm-tvxtxobh"", ""tm-be7ccsta"", ""tm-ivsdfebq"", ""tm-qpyshudm"", ""tm-z78apcet"", ""tm-t3eufvzb"", ""tm-jukrweum"", ""tm-uow49nv2"", ""tm-zdcg2u42"", ""tm-eqnskbnq"", ""tm-vwtmvvfn""]"
000868.jpg	000868.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\000868.jpg	tm-wcpcxfuc; tm-msrzrwxs; tm-6v4cwd8i; tm-yjieuxab; tm-cat27oby; tm-raszqepq; tm-t3eufvzb; tm-kdyvsq43; 6; 4; 8; 27; 3; 43	0			0			Noé;Dieu;bateau;arche de Noé;désignation;ordre;parole;construction	"[""Noé"", ""Dieu"", ""bateau"", ""arche de Noé"", ""désignation"", ""ordre"", ""parole"", ""construction""]"	tm-wcpcxfuc;tm-msrzrwxs;tm-6v4cwd8i;tm-yjieuxab;tm-cat27oby;tm-raszqepq;tm-t3eufvzb;tm-kdyvsq43	"[""tm-wcpcxfuc"", ""tm-msrzrwxs"", ""tm-6v4cwd8i"", ""tm-yjieuxab"", ""tm-cat27oby"", ""tm-raszqepq"", ""tm-t3eufvzb"", ""tm-kdyvsq43""]"
000893.jpg	000893.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\000893.jpg	tm-o22sq8nn; tm-pggyeffj; tm-cuqtzlfj; tm-zaiuvu3a; tm-vx2bdgtc; tm-efvqujfg; tm-f7ixh9g3; tm-pfptrntr; tm-tkpsxzbb; tm-zehoqdvg; 22; 8; 3; 2; 7; 9	0			1	tm-vx2bdgtc	sortie d'Égypte	enfant;Hébreu;bâton;lange;sortie d'Égypte;guide;départ;sortie;fuite;marche	"[""enfant"", ""Hébreu"", ""bâton"", ""lange"", ""sortie d'Égypte"", ""guide"", ""départ"", ""sortie"", ""fuite"", ""marche""]"	tm-o22sq8nn;tm-pggyeffj;tm-cuqtzlfj;tm-zaiuvu3a;tm-vx2bdgtc;tm-efvqujfg;tm-f7ixh9g3;tm-pfptrntr;tm-tkpsxzbb;tm-zehoqdvg	"[""tm-o22sq8nn"", ""tm-pggyeffj"", ""tm-cuqtzlfj"", ""tm-zaiuvu3a"", ""tm-vx2bdgtc"", ""tm-efvqujfg"", ""tm-f7ixh9g3"", ""tm-pfptrntr"", ""tm-tkpsxzbb"", ""tm-zehoqdvg""]"
000919.jpg	000919.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\000919.jpg	tm-duxo4cw7; tm-pggyeffj; tm-mozr2ruc; tm-47mzyjde; 4; 7; 2; 47	0			0			Moïse;Hébreu;dénombrement;assemblée	"[""Moïse"", ""Hébreu"", ""dénombrement"", ""assemblée""]"	tm-duxo4cw7;tm-pggyeffj;tm-mozr2ruc;tm-47mzyjde	"[""tm-duxo4cw7"", ""tm-pggyeffj"", ""tm-mozr2ruc"", ""tm-47mzyjde""]"
000942.jpg	000942.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\000942.jpg	tm-wdxn3qrx; tm-o22sq8nn; tm-h5p48lfk; tm-trtnhhdd; tm-sz7srifg; tm-9kefvmxz; tm-4a7uh6qs; tm-ivsdfebq; tm-qpyshudm; tm-kgblaf2c; tm-2vzflzsk; tm-sbgpzwhn; tm-ymenrpoz; tm-6m8nrco5; 3; 22; 8; 5; 48; 7; 9; 4; 6; 2	0			1	tm-kgblaf2c	jugement de Salomon	Salomon;enfant;soldat;roi;couronne;siège (meuble);casque;épée;armure;jugement de Salomon;saisie;requête;jugement;nudité	"[""Salomon"", ""enfant"", ""soldat"", ""roi"", ""couronne"", ""siège (meuble)"", ""casque"", ""épée"", ""armure"", ""jugement de Salomon"", ""saisie"", ""requête"", ""jugement"", ""nudité""]"	tm-wdxn3qrx;tm-o22sq8nn;tm-h5p48lfk;tm-trtnhhdd;tm-sz7srifg;tm-9kefvmxz;tm-4a7uh6qs;tm-ivsdfebq;tm-qpyshudm;tm-kgblaf2c;tm-2vzflzsk;tm-sbgpzwhn;tm-ymenrpoz;tm-6m8nrco5	"[""tm-wdxn3qrx"", ""tm-o22sq8nn"", ""tm-h5p48lfk"", ""tm-trtnhhdd"", ""tm-sz7srifg"", ""tm-9kefvmxz"", ""tm-4a7uh6qs"", ""tm-ivsdfebq"", ""tm-qpyshudm"", ""tm-kgblaf2c"", ""tm-2vzflzsk"", ""tm-sbgpzwhn"", ""tm-ymenrpoz"", ""tm-6m8nrco5""]"
000966.jpg	000966.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\000966.jpg	tm-wdxn3qrx; tm-o22sq8nn; tm-trtnhhdd; tm-sz7srifg; tm-9kefvmxz; tm-gpudcb9k; tm-cpdgl5r4; tm-y48hqvsm; tm-9dakjs3w; tm-er7b9xjh; tm-q8nkkwyn; 3; 22; 8; 7; 9; 5; 4; 48	0			0			Salomon;enfant;roi;couronne;siège (meuble);pupitre;écrit;calame;enseignement;écriture;audition	"[""Salomon"", ""enfant"", ""roi"", ""couronne"", ""siège (meuble)"", ""pupitre"", ""écrit"", ""calame"", ""enseignement"", ""écriture"", ""audition""]"	tm-wdxn3qrx;tm-o22sq8nn;tm-trtnhhdd;tm-sz7srifg;tm-9kefvmxz;tm-gpudcb9k;tm-cpdgl5r4;tm-y48hqvsm;tm-9dakjs3w;tm-er7b9xjh;tm-q8nkkwyn	"[""tm-wdxn3qrx"", ""tm-o22sq8nn"", ""tm-trtnhhdd"", ""tm-sz7srifg"", ""tm-9kefvmxz"", ""tm-gpudcb9k"", ""tm-cpdgl5r4"", ""tm-y48hqvsm"", ""tm-9dakjs3w"", ""tm-er7b9xjh"", ""tm-q8nkkwyn""]"
000989.jpg	000989.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\000989.jpg	tm-hwbpfzqq; tm-ramxaadu; tm-ghihzzvb; tm-vkekjzsk; tm-fap2uw3x; tm-59thfn9l; tm-ao9wtg4s; tm-xp8bg6f5; tm-ywslclwf; tm-efayoqgh; tm-txfpw7rh; tm-vwtmvvfn; tm-hvmbbgkw; 2; 3; 59; 9; 4; 8; 6; 5; 7	0			0			Christ;saint Paul;ville;porte;harnachement;saint Paul sur le chemin de Damas;apparition;chute;chevauchée;conversion;Damas;cheval;nuée	"[""Christ"", ""saint Paul"", ""ville"", ""porte"", ""harnachement"", ""saint Paul sur le chemin de Damas"", ""apparition"", ""chute"", ""chevauchée"", ""conversion"", ""Damas"", ""cheval"", ""nuée""]"	tm-hwbpfzqq;tm-ramxaadu;tm-ghihzzvb;tm-vkekjzsk;tm-fap2uw3x;tm-59thfn9l;tm-ao9wtg4s;tm-xp8bg6f5;tm-ywslclwf;tm-efayoqgh;tm-txfpw7rh;tm-vwtmvvfn;tm-hvmbbgkw	"[""tm-hwbpfzqq"", ""tm-ramxaadu"", ""tm-ghihzzvb"", ""tm-vkekjzsk"", ""tm-fap2uw3x"", ""tm-59thfn9l"", ""tm-ao9wtg4s"", ""tm-xp8bg6f5"", ""tm-ywslclwf"", ""tm-efayoqgh"", ""tm-txfpw7rh"", ""tm-vwtmvvfn"", ""tm-hvmbbgkw""]"
001013.jpg	001013.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\001013.jpg	tm-7vxqehgi; tm-s9hdy7kp; tm-f4sqsvcv; tm-ivsdfebq; tm-d48rjzg8; tm-3axmqq3f; tm-c8mjlvgq; tm-eqnskbnq; 7; 9; 4; 48; 8; 3	0			0			Église (personnifications et allégories);Jessé;Vierge;épée;généalogie;sommeil;songe;arbre	"[""Église (personnifications et allégories)"", ""Jessé"", ""Vierge"", ""épée"", ""généalogie"", ""sommeil"", ""songe"", ""arbre""]"	tm-7vxqehgi;tm-s9hdy7kp;tm-f4sqsvcv;tm-ivsdfebq;tm-d48rjzg8;tm-3axmqq3f;tm-c8mjlvgq;tm-eqnskbnq	"[""tm-7vxqehgi"", ""tm-s9hdy7kp"", ""tm-f4sqsvcv"", ""tm-ivsdfebq"", ""tm-d48rjzg8"", ""tm-3axmqq3f"", ""tm-c8mjlvgq"", ""tm-eqnskbnq""]"
001037.jpg	001037.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\001037.jpg	tm-5vghyucs; 5	0			0			architecture	"[""architecture""]"	tm-5vghyucs	"[""tm-5vghyucs""]"
001097.jpg	001097.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\001097.jpg	tm-r6ahv8te; tm-g4k22jdq; tm-wqg2nktt; tm-vkekjzsk; tm-mcyjt54t; tm-jfhjwnr5; tm-pxph757a; tm-6pbjxilu; tm-hvmbbgkw; tm-xqrthxrm; 6; 8; 4; 22; 2; 54; 5; 757	0			0			Mort (personnifications et allégories);Dieu-main;ange;porte;vase;fléau;mort (thème);feu;nuée;soleil (sphère céleste)	"[""Mort (personnifications et allégories)"", ""Dieu-main"", ""ange"", ""porte"", ""vase"", ""fléau"", ""mort (thème)"", ""feu"", ""nuée"", ""soleil (sphère céleste)""]"	tm-r6ahv8te;tm-g4k22jdq;tm-wqg2nktt;tm-vkekjzsk;tm-mcyjt54t;tm-jfhjwnr5;tm-pxph757a;tm-6pbjxilu;tm-hvmbbgkw;tm-xqrthxrm	"[""tm-r6ahv8te"", ""tm-g4k22jdq"", ""tm-wqg2nktt"", ""tm-vkekjzsk"", ""tm-mcyjt54t"", ""tm-jfhjwnr5"", ""tm-pxph757a"", ""tm-6pbjxilu"", ""tm-hvmbbgkw"", ""tm-xqrthxrm""]"
